step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.000001e-03	2.974030e-08	2.990000e-02	
200	1.000000e-01	9.000001e-03	1.227394e-07	2.990000e-02	
300	1.000000e-01	9.000001e-03	2.679185e-07	2.990000e-02	
400	1.000000e-01	9.000001e-03	4.352803e-07	2.990000e-02	
500	1.000000e-01	9.000001e-03	6.230081e-07	2.990000e-02	
600	1.000000e-01	9.000001e-03	8.296479e-07	2.990000e-02	
700	1.000000e-01	9.000001e-03	1.054043e-06	2.990000e-02	
800	1.000000e-01	9.000001e-03	1.295273e-06	2.990000e-02	
900	1.000000e-01	9.000001e-03	1.552597e-06	2.990000e-02	
1000	1.000000e-01	9.000001e-03	1.825419e-06	2.990000e-02	
1100	1.000000e-01	9.000001e-03	2.113256e-06	2.990000e-02	
1200	1.000000e-01	9.000001e-03	2.415715e-06	2.990000e-02	
1300	1.000000e-01	9.000001e-03	2.732474e-06	2.990000e-02	
1400	1.000000e-01	9.000001e-03	3.063281e-06	2.990000e-02	
1500	1.000000e-01	9.000001e-03	3.407922e-06	2.990000e-02	
1600	1.000000e-01	9.000001e-03	3.766234e-06	2.990000e-02	
1700	1.000000e-01	9.000001e-03	4.138087e-06	2.990000e-02	
1800	1.000000e-01	9.000001e-03	4.523383e-06	2.990000e-02	
1900	1.000000e-01	9.000001e-03	4.922052e-06	2.990000e-02	
2000	1.000000e-01	9.000001e-03	5.334048e-06	2.990000e-02	
2100	1.000000e-01	9.000001e-03	5.759345e-06	2.990000e-02	
2200	1.000000e-01	9.000001e-03	6.197936e-06	2.990000e-02	
2300	1.000000e-01	9.000001e-03	6.649832e-06	2.990000e-02	
2400	1.000000e-01	9.000001e-03	7.115056e-06	2.990000e-02	
2500	1.000000e-01	9.000001e-03	7.593647e-06	2.990000e-02	
2600	1.000000e-01	9.000001e-03	8.085660e-06	2.990000e-02	
2700	1.000000e-01	9.000001e-03	8.591155e-06	2.990000e-02	
2800	1.000000e-01	9.000001e-03	9.110214e-06	2.990000e-02	
2900	1.000000e-01	9.000001e-03	9.642918e-06	2.990000e-02	
3000	1.000000e-01	9.000001e-03	1.018936e-05	2.990000e-02	
3100	1.000000e-01	9.000001e-03	1.074965e-05	2.990000e-02	
3200	1.000000e-01	9.000001e-03	1.132390e-05	2.990000e-02	
3300	1.000000e-01	9.000001e-03	1.191222e-05	2.990000e-02	
3400	1.000000e-01	9.000001e-03	1.251475e-05	2.990000e-02	
3500	1.000000e-01	9.000001e-03	1.313162e-05	2.990000e-02	
3600	1.000000e-01	9.000001e-03	1.376298e-05	2.990000e-02	
3700	1.000000e-01	9.000001e-03	1.440870e-05	2.990000e-02	
3800	1.000000e-01	9.000001e-03	1.506532e-05	2.990000e-02	
3900	1.000000e-01	9.000001e-03	1.573301e-05	2.990000e-02	
4000	1.000000e-01	9.000001e-03	1.641196e-05	2.990000e-02	
4100	1.000000e-01	9.000001e-03	1.710237e-05	2.990000e-02	
4200	1.000000e-01	9.000001e-03	1.780442e-05	2.990000e-02	
4300	1.000000e-01	9.000001e-03	1.851831e-05	2.990000e-02	
4400	1.000000e-01	9.000001e-03	1.924425e-05	2.990000e-02	
4500	1.000000e-01	9.000001e-03	1.998243e-05	2.990000e-02	
4600	1.000000e-01	9.000002e-03	2.073307e-05	2.990000e-02	
4700	1.000000e-01	9.000002e-03	2.149636e-05	2.990000e-02	
4800	1.000000e-01	9.000002e-03	2.227253e-05	2.990000e-02	
4900	1.000000e-01	9.000002e-03	2.306180e-05	2.990000e-02	
5000	1.000000e-01	9.000002e-03	2.386438e-05	2.990000e-02	
5100	1.000000e-01	9.000002e-03	2.468049e-05	2.990000e-02	
5200	1.000000e-01	9.000002e-03	2.551038e-05	2.990000e-02	
5300	1.000000e-01	9.000002e-03	2.635426e-05	2.990000e-02	
5400	1.000000e-01	9.000002e-03	2.721238e-05	2.990000e-02	
5500	1.000000e-01	9.000002e-03	2.808497e-05	2.990000e-02	
5600	1.000000e-01	9.000002e-03	2.897229e-05	2.990000e-02	
5700	1.000000e-01	9.000002e-03	2.987457e-05	2.990000e-02	
5800	1.000000e-01	9.000002e-03	3.079207e-05	2.990000e-02	
5900	1.000000e-01	9.000002e-03	3.172505e-05	2.990000e-02	
6000	1.000000e-01	9.000002e-03	3.267377e-05	2.990000e-02	
6100	1.000000e-01	9.000002e-03	3.363849e-05	2.990000e-02	
6200	1.000000e-01	9.000002e-03	3.461949e-05	2.990000e-02	
6300	1.000000e-01	9.000002e-03	3.561703e-05	2.990000e-02	
6400	1.000000e-01	9.000002e-03	3.663140e-05	2.990000e-02	
6500	1.000000e-01	9.000002e-03	3.766288e-05	2.990000e-02	
6600	1.000000e-01	9.000002e-03	3.871175e-05	2.990000e-02	
6700	1.000000e-01	9.000002e-03	3.977832e-05	2.990000e-02	
6800	1.000000e-01	9.000002e-03	4.086289e-05	2.990000e-02	
6900	1.000000e-01	9.000002e-03	4.196574e-05	2.990000e-02	
7000	1.000000e-01	9.000002e-03	4.308720e-05	2.990000e-02	
7100	1.000000e-01	9.000002e-03	4.422758e-05	2.990000e-02	
7200	1.000000e-01	9.000002e-03	4.538719e-05	2.990000e-02	
7300	1.000000e-01	9.000002e-03	4.656637e-05	2.990000e-02	
7400	1.000000e-01	9.000002e-03	4.776543e-05	2.990000e-02	
7500	1.000000e-01	9.000002e-03	4.898473e-05	2.990000e-02	
7600	1.000000e-01	9.000002e-03	5.022459e-05	2.990000e-02	
7700	1.000000e-01	9.000002e-03	5.148536e-05	2.990000e-02	
7800	1.000000e-01	9.000002e-03	5.276740e-05	2.990000e-02	
7900	1.000000e-01	9.000002e-03	5.407107e-05	2.990000e-02	
8000	1.000000e-01	9.000002e-03	5.539673e-05	2.990000e-02	
8100	1.000000e-01	9.000002e-03	5.674475e-05	2.990000e-02	
8200	1.000000e-01	9.000003e-03	5.811551e-05	2.990000e-02	
8300	1.000000e-01	9.000003e-03	5.950939e-05	2.990000e-02	
8400	1.000000e-01	9.000003e-03	6.092679e-05	2.990000e-02	
8500	1.000000e-01	9.000003e-03	6.236809e-05	2.990000e-02	
8600	1.000000e-01	9.000003e-03	6.383371e-05	2.990000e-02	
8700	1.000000e-01	9.000003e-03	6.532405e-05	2.990000e-02	
8800	1.000000e-01	9.000003e-03	6.683952e-05	2.990000e-02	
8900	1.000000e-01	9.000003e-03	6.838057e-05	2.990000e-02	
9000	1.000000e-01	9.000003e-03	6.994761e-05	2.990000e-02	
9100	1.000000e-01	9.000003e-03	7.154108e-05	2.990000e-02	
9200	1.000000e-01	9.000003e-03	7.316143e-05	2.990000e-02	
9300	1.000000e-01	9.000003e-03	7.480911e-05	2.989999e-02	
9400	1.000000e-01	9.000003e-03	7.648459e-05	2.989999e-02	
9500	1.000000e-01	9.000003e-03	7.818833e-05	2.989999e-02	
9600	1.000000e-01	9.000003e-03	7.992081e-05	2.989999e-02	
9700	1.000000e-01	9.000003e-03	8.168251e-05	2.989999e-02	
9800	1.000000e-01	9.000003e-03	8.347393e-05	2.989999e-02	
9900	1.000000e-01	9.000003e-03	8.529557e-05	2.989999e-02	
10000	1.000000e-01	9.000003e-03	8.714794e-05	2.989999e-02	
10100	1.000000e-01	9.000003e-03	8.903156e-05	2.989999e-02	
10200	1.000000e-01	9.000004e-03	9.094694e-05	2.989999e-02	
10300	1.000000e-01	9.000004e-03	9.289464e-05	2.989999e-02	
10400	1.000000e-01	9.000004e-03	9.487520e-05	2.989999e-02	
10500	1.000000e-01	9.000004e-03	9.688916e-05	2.989999e-02	
10600	1.000000e-01	9.000004e-03	9.893709e-05	2.989999e-02	
10700	1.000000e-01	9.000004e-03	1.010196e-04	2.989999e-02	
10800	1.000000e-01	9.000004e-03	1.031372e-04	2.989999e-02	
10900	1.000000e-01	9.000004e-03	1.052905e-04	2.989999e-02	
11000	1.000000e-01	9.000004e-03	1.074802e-04	2.989999e-02	
11100	1.000000e-01	9.000004e-03	1.097067e-04	2.989999e-02	
11200	1.000000e-01	9.000004e-03	1.119709e-04	2.989999e-02	
11300	1.000000e-01	9.000004e-03	1.142732e-04	2.989999e-02	
11400	1.000000e-01	9.000004e-03	1.166144e-04	2.989999e-02	
11500	1.000000e-01	9.000004e-03	1.189951e-04	2.989999e-02	
11600	1.000000e-01	9.000004e-03	1.214159e-04	2.989999e-02	
11700	1.000000e-01	9.000004e-03	1.238776e-04	2.989999e-02	
11800	1.000000e-01	9.000004e-03	1.263807e-04	2.989999e-02	
11900	1.000000e-01	9.000005e-03	1.289262e-04	2.989999e-02	
12000	1.000000e-01	9.000005e-03	1.315145e-04	2.989999e-02	
12100	1.000000e-01	9.000005e-03	1.341465e-04	2.989999e-02	
12200	1.000000e-01	9.000005e-03	1.368229e-04	2.989999e-02	
12300	1.000000e-01	9.000005e-03	1.395445e-04	2.989999e-02	
12400	1.000000e-01	9.000005e-03	1.423119e-04	2.989999e-02	
12500	1.000000e-01	9.000005e-03	1.451261e-04	2.989999e-02	
12600	1.000000e-01	9.000005e-03	1.479877e-04	2.989999e-02	
12700	1.000000e-01	9.000005e-03	1.508976e-04	2.989999e-02	
12800	1.000000e-01	9.000005e-03	1.538565e-04	2.989999e-02	
12900	1.000000e-01	9.000005e-03	1.568654e-04	2.989999e-02	
13000	1.000000e-01	9.000006e-03	1.599251e-04	2.989999e-02	
13100	1.000000e-01	9.000006e-03	1.630363e-04	2.989999e-02	
13200	1.000000e-01	9.000006e-03	1.662001e-04	2.989999e-02	
13300	1.000000e-01	9.000006e-03	1.694172e-04	2.989999e-02	
13400	1.000000e-01	9.000006e-03	1.726885e-04	2.989999e-02	
13500	1.000000e-01	9.000006e-03	1.760151e-04	2.989999e-02	
13600	1.000000e-01	9.000006e-03	1.793977e-04	2.989999e-02	
13700	1.000000e-01	9.000006e-03	1.828375e-04	2.989999e-02	
13800	1.000000e-01	9.000006e-03	1.863352e-04	2.989999e-02	
13900	1.000000e-01	9.000006e-03	1.898920e-04	2.989999e-02	
14000	1.000000e-01	9.000007e-03	1.935087e-04	2.989999e-02	
14100	1.000000e-01	9.000007e-03	1.971865e-04	2.989999e-02	
14200	1.000000e-01	9.000007e-03	2.009263e-04	2.989999e-02	
14300	1.000000e-01	9.000007e-03	2.047291e-04	2.989999e-02	
14400	1.000000e-01	9.000007e-03	2.085962e-04	2.989999e-02	
14500	1.000000e-01	9.000007e-03	2.125284e-04	2.989999e-02	
