step	sub	o2	suc	co2	
0	1.000000e-01	9.000000e-03	3.420000e-20	2.990000e-02	
100	1.000000e-01	9.000001e-03	2.974011e-08	2.990000e-02	
200	1.000000e-01	9.000001e-03	1.227394e-07	2.990000e-02	
300	1.000000e-01	9.000001e-03	2.679189e-07	2.990000e-02	
400	1.000000e-01	9.000001e-03	4.352811e-07	2.990000e-02	
500	1.000000e-01	9.000001e-03	6.230104e-07	2.990000e-02	
600	1.000000e-01	9.000001e-03	8.296518e-07	2.990000e-02	
700	1.000000e-01	9.000001e-03	1.054048e-06	2.990000e-02	
800	1.000000e-01	9.000001e-03	1.295280e-06	2.990000e-02	
900	1.000000e-01	9.000001e-03	1.552605e-06	2.990000e-02	
1000	1.000000e-01	9.000001e-03	1.825429e-06	2.990000e-02	
1100	1.000000e-01	9.000001e-03	2.113267e-06	2.990000e-02	
1200	1.000000e-01	9.000001e-03	2.415727e-06	2.990000e-02	
1300	1.000000e-01	9.000001e-03	2.732490e-06	2.990000e-02	
1400	1.000000e-01	9.000001e-03	3.063297e-06	2.990000e-02	
1500	1.000000e-01	9.000001e-03	3.407938e-06	2.990000e-02	
1600	1.000000e-01	9.000001e-03	3.766250e-06	2.990000e-02	
1700	1.000000e-01	9.000001e-03	4.138107e-06	2.990000e-02	
1800	1.000000e-01	9.000001e-03	4.523404e-06	2.990000e-02	
1900	1.000000e-01	9.000001e-03	4.922075e-06	2.990000e-02	
2000	1.000000e-01	9.000001e-03	5.334072e-06	2.990000e-02	
2100	1.000000e-01	9.000001e-03	5.759370e-06	2.990000e-02	
2200	1.000000e-01	9.000001e-03	6.197961e-06	2.990000e-02	
2300	1.000000e-01	9.000001e-03	6.649856e-06	2.990000e-02	
2400	1.000000e-01	9.000001e-03	7.115081e-06	2.990000e-02	
2500	1.000000e-01	9.000001e-03	7.593675e-06	2.990000e-02	
2600	1.000000e-01	9.000001e-03	8.085689e-06	2.990000e-02	
2700	1.000000e-01	9.000001e-03	8.591189e-06	2.990000e-02	
2800	1.000000e-01	9.000001e-03	9.110250e-06	2.990000e-02	
2900	1.000000e-01	9.000001e-03	9.642953e-06	2.990000e-02	
3000	1.000000e-01	9.000001e-03	1.018940e-05	2.990000e-02	
3100	1.000000e-01	9.000001e-03	1.074969e-05	2.990000e-02	
3200	1.000000e-01	9.000001e-03	1.132394e-05	2.990000e-02	
3300	1.000000e-01	9.000001e-03	1.191226e-05	2.990000e-02	
